Hash,Message,Filename,Diff,Baseline_Message,Rectified_Message,Improvement_Category,Improvement_Reason,Developer_Score,Baseline_LLM_Score,Rectifier_Score,Developer_Justification,Baseline_LLM_Justification,Rectifier_Justification
706bfe6469779258fdd672b99338aaf599e15890,Catch errors properly,geocoder/here.py,"@@ -1,8 +1,9 @@
 #!/usr/bin/python
 # coding: utf8
 
-from .base import Base
-from .keys import app_id, app_code
+from __future__ import absolute_import
+from geocoder.base import Base
+from geocoder.keys import app_id, app_code
 
 
 class Here(Base):
@@ -42,6 +43,11 @@ class Here(Base):
         for item in self.parse['Location']['Address']['AdditionalData']:
             self.parse[item['key']] = self._encode(item['value'])
 
+    def _catch_errors(self):
+        status = self.parse.get('type')
+        if not status == 'OK':
+            self.error = status
+
     @property
     def lat(self):
         return self.parse['DisplayPosition'].get('Latitude')
",add missing docstrings,fix: rectification failed,Corrective,"The new message indicates a specific error condition ('rectification failed') that was previously unaddressed or improperly handled, suggesting a fix for a failure case, which aligns with a corrective improvement.",2.0,1.0,2.0,"The commit message 'Catch errors properly' is overly vague and does not clearly describe what was changed or why. While the diff shows the addition of a `_catch_errors` method that sets an error status when the response type is not 'OK', the commit message fails to explain the context, the impact, or the specific error handling improvement. A better message would specify, for example, 'Add error handling for non-OK responses in Here geocoding service'. As such, the message lacks detail and clarity, resulting in a low score.","The commit message 'add missing docstrings' is highly inaccurate given the diff. The diff does not add any docstrings at all; instead, it modifies imports, adds a new method `_catch_errors`, and updates property access. There are no docstrings present or added in the code changes. The message misrepresents the actual changes, making it misleading and unhelpful. Therefore, the score is 1 (Poor).","The commit message 'fix: rectification failed' is highly vague and does not clearly describe what was fixed or why. The diff shows a addition of an error-handling method `_catch_errors` and a minor import update, but the commit message provides no context about the issue or the fix. A meaningful commit message should explain the problem and the solution. While it is categorized as a 'fix', the term 'rectification failed' is ambiguous and lacks specificity. Therefore, it receives a score of 2 — insufficient detail to understand the change or its purpose."
d8d029396d0d27607db05ef5c486ad7148318579,Pep8 issues,geocoder/distance.py,"@@ -97,4 +97,4 @@ def haversine(point1, point2, **kwargs):
 
 if __name__ == '__main__':
     d = Distance('Ottawa, ON', 'Toronto, ON', 'Montreal, QC')
-    print(d)
\ No newline at end of file
+    print(d)
",update haversine.py,fix(test): add missing print statement,Corrective,"The new message indicates a bug fix (missing print statement) in a test, which addresses a functional or logical issue rather than a style or cosmetic change.",1.0,2.0,2.0,"The commit message 'Pep8 issues' is highly inadequate as it does not describe the actual change or its impact. The diff shows a simple newline addition at the end of a print statement, which is a formatting fix, not a true Pep8 issue (which typically involves syntax or style violations). Moreover, the commit message fails to provide context—such as what was fixed, why it was needed, or how it improves the code. A proper commit message should be specific and descriptive. Therefore, the message is poorly written and misleading, warranting a low score.","The commit message 'update haversine.py' is overly vague and provides no context about what was actually changed. The diff shows a minor change: adding a print statement in the main block, which is a small fix to improve output visibility. A better message would specify the change, such as 'Add print statement to display distance between cities in haversine.py'. Since the message lacks detail and fails to explain the purpose or impact of the change, it receives a score of 2.","The commit message 'fix(test): add missing print statement' is poorly worded and misleading. The diff shows that a print statement was already present (it was just missing a newline), not that a missing print was added. The term 'add missing print statement' suggests a new print was introduced, but the change is merely fixing a formatting issue (newline). Additionally, the message incorrectly labels it as a 'test' fix. A more accurate message would clarify it's a formatting fix, not a test-related change. Therefore, it's only moderately accurate and lacks clarity, warranting a score of 2."
d8d029396d0d27607db05ef5c486ad7148318579,Pep8 issues,geocoder/location.py,"@@ -139,4 +139,4 @@ class Location(object):
 
 if __name__ == '__main__':
     l = Location(""Ottawa, ON"")
-    print(l.latlng)
\ No newline at end of file
+    print(l.latlng)
",update location.py,"fix(behavior): print latlng for Ottawa, ON location",Corrective,"The new message indicates a specific bug fix related to behavior (printing latlng for Ottawa, ON), which addresses a functional issue rather than a cosmetic or semantic change.",2.0,2.0,3.0,"The commit message 'Pep8 issues' is overly vague and does not accurately reflect the actual change. The diff shows a simple addition of a missing newline at the end of a file, which is not a PEP8 issue (PEP8 primarily concerns code style, such as spacing, naming, and line length). The change is minor and unrelated to PEP8 compliance. A more descriptive message, such as 'Add missing newline to end of file', would be more accurate and useful. Therefore, the message is poorly informed and lacks specificity, resulting in a low score.","The commit message 'update location.py' is extremely vague and provides no information about what was changed or why. While the diff shows a simple addition of a print statement, the commit message fails to convey the purpose or impact of the change. A better message would specify the change, such as 'Add print statement to display latlng for Ottawa, ON location'. Therefore, it receives a score of 2 for lacking detail and context.","The commit message is relevant and identifies the fix as related to behavior, specifically printing latlng for a location. However, it lacks context about why the change was needed (e.g., missing output, debugging, or user expectation) and does not clearly indicate the impact or scope beyond a single test case. The message is accurate but minimal and could be more descriptive to fully convey the intent of the change."
d8d029396d0d27607db05ef5c486ad7148318579,Pep8 issues,geocoder/yandex.py,"@@ -127,4 +127,4 @@ class Yandex(Base):
 
 if __name__ == '__main__':
     g = Yandex('1552 Payette dr., Ottawa')
-    g.debug()
\ No newline at end of file
+    g.debug()
",add missing newline at the end of file,fix(implementation): add missing debug call in Yandex class,Corrective,"The new message indicates a specific bug fix—adding a missing debug call—which corrects an implementation issue, not just a style or cosmetic change.",2.0,2.0,3.0,"The commit message 'Pep8 issues' is overly vague and does not accurately reflect the actual change. The diff shows a simple addition of a missing newline at the end of a file, which is not a Pep8 issue per se (Pep8 primarily concerns code style, not line endings). While the change might be related to formatting, the message fails to describe what was actually fixed or why. A more specific message like 'Fix missing newline at end of file' would be more informative and accurate, making this commit message only marginally adequate.","The commit message correctly identifies the issue—a missing newline at the end of the file—but it lacks context about why this matters or how it affects the codebase. While the fix is technically accurate, the message is overly minimal and does not convey the significance or impact of the change. A better message would explain that the missing newline could cause issues with version control or formatting tools. Therefore, it receives a score of 2 for being technically correct but insufficiently informative.","The commit message correctly identifies the type of change as a fix in the implementation and accurately describes the issue — adding a missing debug call. However, it lacks context about why the debug call was necessary or what the expected behavior was before and after. While the message is clear and relevant, it does not fully explain the impact or rationale, which limits its completeness. Therefore, it is moderately good but not excellent."
b85abaced42dada5ee16deaa3bd87f4a8b1be438,Version change 1.4.0,geocoder/__init__.py,"@@ -28,7 +28,7 @@ Consistant JSON responses from various providers.
 __title__ = 'geocoder'
 __author__ = 'Denis Carriere'
 __author_email__ = 'carriere.denis@gmail.com'
-__version__ = '1.3.1'
+__version__ = '1.4.0'
 __license__ = 'MIT'
 __copyright__ = 'Copyright (c) 2013-2015 Denis Carriere'
 
",add missing docstrings,fix: rectification failed,Corrective,"The new message indicates a fix for a specific issue (rectification failed), suggesting a bug correction rather than a cosmetic or trivial change.",2.0,1.0,1.0,"The commit message 'Version change 1.4.0' is overly brief and provides no context about what changed in the version update. While it correctly identifies the version bump, it lacks details about the improvements, fixes, or features introduced in version 1.4.0, which is essential for understanding the significance of the change. A more meaningful message would include a brief description of what was updated or why the version changed, especially since the diff only shows a version number update with no other code changes.","The commit message 'add missing docstrings' is highly inconsistent with the actual changes in the diff. The diff shows only a version bump from '1.3.1' to '1.4.0', not any addition of docstrings. Therefore, the commit message misrepresents the change, making it misleading and inaccurate. A correct message would have reflected the version update, such as 'Bump version to 1.4.0'. This misalignment severely undermines the clarity and trustworthiness of the commit message.","The commit message 'fix: rectification failed' is highly unclear and does not accurately reflect the actual change in the code diff. The diff shows only a version bump from '1.3.1' to '1.4.0', which is a minor version update, not a fix for a rectification failure. The message provides no context about what was fixed, why it was fixed, or what problem it solves. It is therefore misleading and fails to convey the actual significance of the change."
b85abaced42dada5ee16deaa3bd87f4a8b1be438,Version change 1.4.0,test_geocoder.py,"@@ -120,6 +120,8 @@ def test_bing_reverse():
     assert g.ok
 """"""
 
+""""""
+Quote Exceeded
 
 def test_opencage():
     g = geocoder.opencage(location)
@@ -129,7 +131,7 @@ def test_opencage():
 def test_opencage_reverse():
     g = geocoder.opencage(ottawa, method='reverse')
     assert g.ok
-
+""""""
 
 def test_yahoo():
     g = geocoder.yahoo(location)
",add test for,fix(geocoder): quote exceeded in opencage test,Corrective,"The new message indicates a bug fix related to a quote exceedance in OpenCage geocoding, addressing a specific issue in functionality, which falls under corrective improvements.",1.0,2.0,3.0,"The commit message 'Version change 1.4.0' is highly inadequate as it does not describe the actual changes in the code diff. The diff shows modifications to test cases, including adding a comment about 'Quote Exceeded' and restructuring test functions, which suggests changes to test behavior or formatting, not a version bump. A proper commit message should reflect the nature of the changes, such as adding or modifying tests, fixing issues, or improving code structure. This message provides no context about what was actually changed, making it irrelevant and unhelpful for understanding the commit's purpose.","The commit message 'add test for' is extremely vague and lacks specificity. It does not indicate which test was added, what functionality it covers, or why it was added. While the diff shows a new test function (test_opencage) being introduced with a comment about 'Quote Exceeded', the commit message fails to reflect this detail. A better message would specify the test added (e.g., 'Add test for OpenCage geocoding reverse lookup'). Thus, it is minimally informative and falls short of being clear or useful for understanding the change.","The commit message correctly identifies the issue as a 'quote exceeded' problem in the opencage test, which aligns with the diff showing a comment added to prevent test failure due to quote limits. However, it lacks context about what exactly was fixed, why it was necessary, or how the fix was implemented. A more detailed message (e.g., specifying that a test was truncated or commented out due to quote length limits) would improve clarity and usefulness. Thus, it is partially accurate and relevant but insufficiently descriptive for an excellent commit message."
868702eaad120bad6a4e452656a32b21c5d4b8bf,pep8 fix,geocoder/base.py,"@@ -311,7 +311,7 @@ class Base(object):
 
     @property
     def latlng(self):
-        if self.ok: 
+        if self.ok:
             return [self.lat, self.lng]
         return []
 
",add missing semicolon,fix(base): remove extra space in latlng property condition,Cosmetic,"The change removes an extra space in a property condition, which is a minor formatting adjustment rather than a functional or semantic change.",2.0,2.0,3.0,"The commit message 'pep8 fix' is overly vague and does not clearly describe the actual change or its significance. While the diff shows a minor whitespace fix (removing a space after 'if'), this is not a full PEP8 violation, and the message fails to convey what was fixed or why. A better message would specify the exact issue, such as 'Remove unnecessary space after if statement in latlng property'. Thus, the message is minimally informative and lacks context, warranting a score of 2.","The commit message 'add missing semicolon' is technically correct in identifying the change, but it is overly minimal and lacks context. The diff shows a whitespace change (a missing space before the semicolon, not a missing semicolon), and the message does not clarify the actual nature of the change or its significance. A better message would describe the intent, such as 'Fix indentation issue in latlng property getter'. Therefore, while accurate, the message is insufficient and lacks clarity, warranting a score of 2.","The commit message is accurate in describing the change — it correctly identifies the removal of an extra space in the condition of the `latlng` property. However, it lacks context about why the space was problematic (e.g., style guideline, linter warning, or code consistency) and does not mention the broader impact or intent of the fix. While the message is clear and technically correct, it is minimal and could be improved with more detail for better code review understanding."
868702eaad120bad6a4e452656a32b21c5d4b8bf,pep8 fix,test_geocoder.py,"@@ -133,6 +133,7 @@ def test_opencage_reverse():
     assert g.ok
 """"""
 
+
 def test_yahoo():
     g = geocoder.yahoo(location)
     assert g.ok
",add regression test for,fix: rectification failed,Corrective,"The new message indicates a failure in rectification, suggesting a bug or error that needs fixing, which is a corrective action rather than a cosmetic or trivial change.",1.0,2.0,1.0,"The commit message 'pep8 fix' is highly misleading and inaccurate given the code diff. The diff shows the addition of a new test function `test_yahoo()` and a comment, not any PEP8-related changes. There is no formatting, indentation, or style issue that would require a 'PEP8 fix'. The message fails to describe the actual change and provides no context, making it poor and uninformative.","The commit message 'add regression test for' is extremely vague and lacks specificity. It does not indicate what feature, functionality, or bug the test is targeting. While it correctly identifies that a new test was added, it fails to provide context about the purpose or the component being tested. A better message would specify the geocoder service (e.g., 'add regression test for Yahoo geocoding') or the intended behavior. Thus, it receives a score of 2 for being minimally relevant but lacking clarity and detail.","The commit message 'fix: rectification failed' is highly vague and does not accurately describe the actual change. The diff shows the addition of a new test function `test_yahoo()` for geocoding, which is unrelated to 'rectification' or any failure in that context. There is no mention of a failure or rectification issue. A meaningful commit message should clearly explain what was changed and why. This message fails to provide context, specificity, or relevance to the code change, making it poor."
bc33a56074a0bfffff210efb9e0345d30b479c5a,replace sys.exit with exceptions,geocoder/api.py,"@@ -2,7 +2,7 @@
 # coding: utf8
 
 from __future__ import absolute_import
-import sys
+
 from geocoder.osm import Osm
 from geocoder.w3w import W3W
 from geocoder.bing import Bing
@@ -87,22 +87,15 @@ def get(location, **kwargs):
         },
     }
     if isinstance(location, (list, dict)) and method == 'geocode':
-        print('[ERROR] Please provide a string as the location.\n'
-              '>>> g = geocoder.get(""Ottawa ON"", provider=""google"")')
-        sys.exit()
+        raise ValueError(""Location should be a string"")
+
     if provider not in options:
-        print('[ERROR] Please provide a correct provider\n'
-              'Ex: google, bing, osm, here, opencage, tomtom, mapquest\n'
-              '$ geocode ""Ottawa ON"" --provider google\n'
-              '>>> g = geocoder.get(""Ottawa ON"", provider=""google"")')
-        sys.exit()
+        raise ValueError(""Invalid provider"")
+
     else:
         if method not in options[provider]:
-            print('[ERROR] Please provide a correct method\n'
-                  'Ex: geocode, reverse, timezone, elevation\n'
-                  '$ geocode ""45.68, -75.15"" --method reverse\n'
-                  '>>> g = geocoder.bing([45.68, -75.15], method=""reverse"")')
-            sys.exit()
+            raise ValueError(""Invalid method"")
+
     return options[provider][method](location, **kwargs)
 
 
",add test for provider and method,"fix(geocoder): handle invalid location, provider, and method with proper errors",Corrective,"The new message indicates a fix that properly handles invalid inputs (location, provider, method) with appropriate error handling, which addresses a bug or failure case, making it a corrective improvement.",4.0,1.0,5.0,"The commit message 'replace sys.exit with exceptions' accurately reflects the main change in the code diff, which involves replacing `sys.exit()` calls with `raise ValueError` for error handling. This is a clear and relevant summary of the change. However, it lacks additional context such as the specific error cases (e.g., invalid location, provider, or method) or the rationale for using exceptions over exiting the program. While the message is concise and correct, it could be more informative. Therefore, it is solid but not exceptional, warranting a score of 4.","The commit message 'add test for provider and method' is highly inaccurate and misrepresents the actual changes in the code diff. The diff removes error print statements and replaces them with ValueError exceptions for invalid location types, providers, and methods, which indicates improved error handling and validation, not the addition of tests. There is no mention of tests in the code changes or their implementation. Therefore, the commit message is irrelevant and does not reflect the actual work done.","The commit message accurately reflects the changes in the code diff. It clearly states that the fix addresses invalid location, provider, and method inputs by replacing print errors with proper ValueError exceptions, which improves error handling and user experience. The message is concise, specific, and directly relates to the implemented changes, making it excellent for documentation and code review."
bc33a56074a0bfffff210efb9e0345d30b479c5a,replace sys.exit with exceptions,geocoder/cli.py,"@@ -4,7 +4,6 @@
 import click
 import json
 import geocoder
-import sys
 import os
 import fileinput
 
@@ -50,7 +49,7 @@ def cli(location, **kwargs):
     if kwargs['distance']:
         d = geocoder.distance(locations, **kwargs)
         click.echo(d)
-        sys.exit()
+        return
 
     # Geocode results from user input
     for location in locations:
@@ -59,7 +58,7 @@ def cli(location, **kwargs):
             click.echo(json.dumps(g.__getattribute__(kwargs['output'])))
         except IOError:
             # When invalid command is entered a broken pipe error occurs
-            sys.exit()
+            return
 
 if __name__ == '__main__':
     cli()
",add missing docstring,fix(cli): remove sys.exit() and use return instead,Corrective,"The change replaces a direct process termination (sys.exit) with a controlled return statement, which is a more appropriate and safer practice in function contexts, especially in CLI tools where error handling and flow control are critical.",3.0,1.0,5.0,"The commit message 'replace sys.exit with exceptions' is vague and lacks context. While the diff does replace `sys.exit()` calls with `return` statements, which is a reasonable change in a CLI function, the message does not explain why this change was made, what problem it solves, or how it improves the code. A better message would specify the intent, such as 'Replace sys.exit() with return to allow proper error handling and flow control in CLI function'. As a result, the message is technically correct but insufficiently informative, earning a moderate score.","The commit message 'add missing docstring' is highly inaccurate given the diff. The diff shows removal of `sys.exit()` calls and replacement with `return`, which is a functional change in control flow, not the addition of a docstring. There is no evidence of a missing docstring being added. Therefore, the commit message does not reflect the actual changes made, making it misleading and irrelevant to the code changes.","The commit message accurately and concisely describes the change: replacing `sys.exit()` with `return` in the CLI function. This is a clear, relevant, and precise summary of the diff, directly reflecting the actual code modification. The use of 'fix(cli)' correctly identifies the scope, and the message clearly states what was fixed and why (using return instead of sys.exit for better control flow). The change is minimal but meaningful, and the commit message effectively communicates the intent and impact."
bc33a56074a0bfffff210efb9e0345d30b479c5a,replace sys.exit with exceptions,geocoder/distance.py,"@@ -2,7 +2,6 @@
 # coding: utf8
 
 from __future__ import absolute_import
-import sys
 from math import radians, cos, sin, asin, sqrt
 from geocoder.location import Location
 
@@ -17,9 +16,7 @@ def Distance(*args, **kwargs):
         args = args[0]
 
     if len(args) <= 1:
-        print('[ERROR] Please provide a minimum of two locations\n'
-              '>>> g = geocoder.distance(""Ottawa ON"", ""Toronto ON"")')
-        sys.exit()
+        raise ValueError(""Distance needs at least two locations"")
 
     for location in args:
         if last:
@@ -87,10 +84,8 @@ def haversine(point1, point2, **kwargs):
         if units in lookup_units:
             return units_calculation[lookup_units[units]]
         else:
-            print('[ERROR] Unknown units of measurement.\n'
-                  'Ex: kilometers, miles, meters, feet\n'
-                  '>>> g = geocoder.distance(""Ottawa ON"", ""Toronto ON"", units=""km"")')
-            sys.exit()
+            raise ValueError(""Unknown units of measurement"")
+
     else:
         print('[WARNING] Error calculating the following two locations.\n'
               'Points: {0} to {1}'.format(point1.location, point2.location))
",add haversine and distance functions,fix(geocoder): replace sys.exit with ValueError for invalid inputs,Corrective,"The change replaces a direct program exit with a proper exception (ValueError), making the error handling more robust and allowing the caller to handle invalid inputs gracefully rather than terminating the program abruptly.",5.0,2.0,4.0,"The commit message 'replace sys.exit with exceptions' accurately reflects the change in the code diff, where instances of `sys.exit()` are replaced with `raise ValueError()`. This is a clear, concise, and relevant summary of the change. The diff shows that error handling is being improved by using exceptions instead of exiting the program, which is a best practice in Python for better control flow and error propagation. The message is specific, correct, and directly aligns with the implementation changes, making it excellent.","The commit message 'add haversine and distance functions' is overly vague and does not reflect the actual changes made. The diff shows that existing functions (Distance and haversine) were modified to replace error printing with more appropriate ValueError exceptions, improving error handling and code robustness. The commit does not simply 'add' functions but rather improves their error management and removes print-based error messages. A better commit message would reflect this improvement, such as 'Improve error handling in distance and haversine functions by replacing print errors with ValueError exceptions.' Therefore, the message is poor in specificity and accuracy, warranting a score of 2.","The commit message accurately reflects the change: replacing `sys.exit()` with `ValueError` for invalid inputs in the distance function. This improves error handling by allowing proper exception propagation instead of abruptly terminating the program. The message is concise and relevant to the diff, clearly indicating the fix and its purpose. However, it lacks detail about the specific cases (e.g., missing locations or unknown units), which could have been included for better context. Still, it is clear, accurate, and appropriate for a code change, making it a strong (but not perfect) commit message."
bc33a56074a0bfffff210efb9e0345d30b479c5a,replace sys.exit with exceptions,geocoder/here.py,"@@ -23,7 +23,7 @@ class Here(Base):
     qualified_address = ['city', 'district', 'postal', 'state', 'country']
 
     def __init__(self, location, **kwargs):
-        self.url = kwargs.get('url','http://geocoder.api.here.com/6.2/geocode.json')
+        self.url = kwargs.get('url', 'http://geocoder.api.here.com/6.2/geocode.json')
         self.location = location
         self.params = {
             'searchtext': location,
",add missing class attributes,fix(backend): correct string literal in url initialization,Corrective,"The change addresses a specific bug in the URL initialization by correcting a string literal, which ensures the backend behaves as intended and fixes a logical error.",1.0,2.0,3.0,"The commit message 'replace sys.exit with exceptions' is completely unrelated to the code diff, which only modifies a string literal in a URL default value. There is no mention of sys.exit or exception handling in the code change. The message misrepresents the actual change and does not accurately describe what was modified, making it irrelevant and misleading.","The commit message 'add missing class attributes' is vague and does not accurately describe the change. The diff shows a fix for a missing quote in a string literal (a single quote was missing in the URL default value), not the addition of a class attribute. The change is a syntax fix, not the addition of attributes. Therefore, the message misrepresents the actual change, making it poorly descriptive and misleading.","The commit message correctly identifies the nature of the change as a fix and specifies the component (backend) and the type of issue (string literal in url initialization). However, it lacks context about why the fix was necessary—such as whether there was a syntax error, formatting issue, or potential runtime impact. The change itself is minimal and syntactically correct (adding a missing space), but the message does not clearly communicate the significance or risk of the original issue. Thus, it is accurate but under-explained, earning a moderate score."
bc33a56074a0bfffff210efb9e0345d30b479c5a,replace sys.exit with exceptions,geocoder/location.py,"@@ -65,12 +65,7 @@ class Location(object):
 
         # Result into Error
         else:
-            print('[ERROR] Please provide a correct location\n'
-                  '>>> g = geocoder.location(""Ottawa ON"")\n'
-                  '>>> g = geocoder.location([45.23, -75.12])\n'
-                  '>>> g = geocoder.location(""45.23, -75.12"")\n'
-                  '>>> g = geocoder.location({""lat"": 45.23, ""lng"": -75.12})')
-            sys.exit()
+            raise ValueError(""Unknown location: %s"" % location)
 
     def _check_for_list(self, location):
         # Standard LatLng list or tuple with 2 number values
@@ -92,17 +87,9 @@ class Location(object):
                     self.lng = lng
                     return self.lat, self.lng
                 else:
-                    print(""[ERROR] Coords are not within the world's geographical boundary\n""
-                          'Latitudes must be within -90 to 90 degrees\n'
-                          'Longitude must be within -180 to 180 degrees')
-                    sys.exit()
+                    raise ValueError(""Coords are not within the world's geographical boundary"")
             else:
-                print(""[ERROR] Coordinates must be numbers.\n""
-                      '>>> g = geocoder.location(""Ottawa ON"")\n'
-                      '>>> g = geocoder.location([45.23, -75.12])\n'
-                      '>>> g = geocoder.location(""45.23, -75.12"")\n'
-                      '>>> g = geocoder.location({""lat"": 45.23, ""lng"": -75.12})')
-                sys.exit()
+                raise ValueError(""Coordinates must be numbers"")
 
     def _check_for_dict(self, location):
         # Standard LatLng list or tuple with 2 number values
",add more error messages,fix(location): replace print errors with ValueError for invalid location inputs,Corrective,"The change addresses a bug by replacing error prints with a proper exception (ValueError) for invalid location inputs, improving error handling and program robustness.",4.0,2.0,5.0,"The commit message 'replace sys.exit with exceptions' accurately summarizes the main change in the code diff, which is replacing `print` error messages followed by `sys.exit()` with `raise ValueError` exceptions. This is a clear and relevant summary. However, it lacks detail about the specific error cases handled (e.g., invalid location format, out-of-bounds coordinates, non-numeric values), which could be useful for understanding the full scope. Despite this minor lack of context, the message is concise, correct, and directly reflects the change, making it excellent for a basic commit message. Therefore, a score of 4 is appropriate.","The commit message 'add more error messages' is overly vague and does not accurately reflect the actual changes. The diff shows that error messages were replaced with more structured and consistent `ValueError` exceptions, which is a significant improvement in error handling and code quality. However, the message fails to indicate the nature of the changes (e.g., replacing print statements with exceptions, improving clarity, or enhancing user experience). A better message would specify that 'replaced print error messages with raised ValueError exceptions for better error handling and consistency'. Therefore, while the change is meaningful, the commit message lacks specificity and context, resulting in a score of 2.","The commit message accurately and concisely summarizes the change: replacing print-based error messages with more appropriate ValueError exceptions for invalid location inputs. This aligns perfectly with the diff, which shows consistent replacement of `print()` statements with `raise ValueError(...)`. The message is specific, relevant, and reflects the actual impact of the change, making it excellent for clarity and maintainability."
dd2adecf26ae2871a64e35c8cd9b375d53596329,"Clean up Setupfile

- Change the way it finds the version
- Remove Pandoc creating RST",setup.py,"@@ -1,45 +1,41 @@
 #!/usr/bin/python
 # coding: utf8
 import os
-from codecs import open
 import re
+import sys
+
+from codecs import open
 
 try:
     from setuptools import setup
 except ImportError:
     from distutils.core import setup
 
+if sys.argv[-1] == 'publish':
+    os.system('python setup.py sdist bdist_wheel upload')
+    sys.exit()
 
-def find_version(*file_paths):
-    # Open in Latin-1 so that we avoid encoding errors.
-    # Use codecs.open for Python 2 compatibility
-    here = os.path.abspath(os.path.dirname(__file__))
-    with open(os.path.join(here, *file_paths), 'r', 'latin1') as f:
-        version_file = f.read()
+requires = ['requests', 'ratelim', 'click', 'six']
 
-    # The version line must have the form
-    # __version__ = 'ver'
-    version_match = re.search(r""^__version__ = ['\""]([^'\""]*)['\""]"",
-                              version_file, re.M)
-    if version_match:
-        return version_match.group(1)
-    raise RuntimeError(""Unable to find version string."")
+version = ''
+with open('requests/__init__.py', 'r') as fd:
+    version = re.search(r'^__version__\s*=\s*[\'""]([^\'""]*)[\'""]',
+                        fd.read(), re.MULTILINE).group(1)
 
-install_requires = ['requests', 'ratelim', 'click', 'six']
+if not version:
+    raise RuntimeError('Cannot find version information')
 
-try:
-    import pypandoc
-    long_description = pypandoc.convert('README.md', 'rst') + ""\n""
-except(IOError, ImportError):
-    with open('README.md', encoding='utf-8') as f:
-        long_description = f.read() + ""\n""
+with open('README.rst', 'r', 'utf-8') as f:
+    readme = f.read()
+
+with open('HISTORY.rst', 'r', 'utf-8') as f:
+    history = f.read()
 
 setup(
     name='geocoder',
     version=find_version('geocoder', '__init__.py'),
-    description=""Geocoder is a geocoding library, written in python,""
-                "" simple and consistent."",
-    long_description=long_description,
+    description=""Simple and consistent geocoding library."",
+    long_description=long_description=readme + '\n\n' + history,
     author='Denis Carriere',
     author_email='carriere.denis@gmail.com',
     url='https://github.com/DenisCarriere/geocoder',
",add python 2 compatibility support,feat(geocoder): update version detection and add publish script,Semantic,"The new message introduces a more specific and meaningful change by highlighting a feature update (publish script) and version detection, which adds functional clarity and context beyond mere cleanup, thus representing a semantic improvement.",3.0,1.0,3.0,"The commit message is basic and mentions two changes, but it lacks detail and context. The change in version finding is actually a regression — it now reads the version from `requests/__init__.py` instead of `geocoder/__init__.py`, which is a logical error and could break the build. The removal of Pandoc is mentioned, but the commit diff shows that the long_description is still being constructed from README.md and HISTORY.rst, so the Pandoc removal is not fully accurate. The message fails to highlight the critical bug in version lookup, and the phrasing 'Clean up Setupfile' is vague. While it identifies two actions, it does not reflect the actual impact or correctness of the changes. Therefore, it is only moderately informative and technically inaccurate, warranting a score of 3.","The commit message 'add python 2 compatibility support' is highly misleading given the actual changes in the diff. The diff does not add Python 2 compatibility; instead, it removes code related to version detection and long description handling, and introduces a version extraction method that relies on reading `__init__.py` and uses modern Python features (like `sys.argv[-1] == 'publish'` for publishing). There is no evidence of Python 2-specific fixes or workarounds. Moreover, the changes appear to be more about improving version handling and setup.py configuration than ensuring compatibility with Python 2. The message is therefore inaccurate and does not reflect the actual changes, making it poor.","The commit message 'feat(geocoder): update version detection and add publish script' is somewhat accurate in summarizing the changes, but it lacks detail and precision. The diff shows that the version detection logic was moved from a separate function to directly inside the setup script, and a publish script was added. However, the commit message does not clearly indicate that the version is now extracted from 'geocoder/__init__.py' (which was previously done via a separate `find_version` function), nor does it mention the removal of the old `find_version` function or the changes to `long_description`. Additionally, the message implies a feature addition, but the actual changes are more about refactoring and improving tooling. As a result, while the message is technically correct in broad terms, it is vague and misses key technical details, which reduces its clarity and usefulness for a code review. A score of 3 reflects a partially adequate but insufficient commit message."
29fe79005d372c4f025e62ca0b986c64a6fcf9cc,Setup Fixes & Pep8,geocoder/base.py,"@@ -22,7 +22,7 @@ class Base(object):
                 'properties', 'geojson', 'tree', 'error', 'proxies', 'road',
                 'xy', 'northeast', 'northwest', 'southeast', 'southwest',
                 'road_long', 'city_long', 'state_long', 'country_long',
-                'postal_town_long', 'province_long', 'road_long', 'street_long',]
+                'postal_town_long', 'province_long', 'road_long', 'street_long']
     fieldnames = []
     error = None
     status_code = None
",add missing docstring,fix(geo): correct duplicate field in fieldnames list,Corrective,"The new message specifies a bug fix for a duplicate field in fieldnames, indicating a structural or logical error that was corrected, which falls under corrective improvements.",2.0,1.0,3.0,"The commit message 'Setup Fixes & Pep8' is vague and does not clearly describe the actual change made. The diff shows a simple typo: 'road_long' was duplicated in the list of fields, and the correct version is now used. The message fails to indicate what was fixed, why it matters, or how it relates to setup or PEP8. While 'Pep8' might suggest formatting, the change is not a formatting issue and is actually a duplication error. A better message would specify the fix, such as 'Fix duplicate field entry in fieldnames list for road_long'. Therefore, the message is too generic and lacks clarity, warranting a score of 2.","The commit message 'add missing docstring' is completely irrelevant to the code diff. The diff shows a change in a list of field names in a class, specifically removing a duplicate entry of 'road_long'. There is no docstring added or modified. The message misrepresents the actual change, making it inaccurate and misleading. Therefore, the score is 1 (Poor).","The commit message identifies a fix for a duplicate field in the fieldnames list, which is relevant to the code change. However, the message is vague about what exactly was duplicated or why it was a problem. It correctly references the context (geo) and the nature of the fix, but lacks specificity about the field or the impact. A more detailed message would have improved clarity and usefulness."
